 央视频道,#genre#
CCTV16奥林匹克,http://110.42.52.180:6688/live/zb.php?token=ZY-56f7Od0hVO9/0bWl8IoUH8bJnzXlfUpMOfxk3LBXVSHFv2o3FwmPMHdDwsdCNRR3HNsBSQgD9g&zy.m3u8
CCTV17农业农村,http://110.42.52.180:6688/live/zb.php?token=ZY-ed95MoF83EpmRiHLHKd%2Bw9GhE1FwC7Xm7/2numCahT33nsb/6iHKnghECOxrM6kHQfiLMBmlfA&zy.m3u8
CCTV4欧洲,http://110.42.52.180:6688/live/zb.php?token=ZY-e23f6MXU90jsRMuM0DZ8bjQJKZXXqy%2B5q3Fhj5Ih8ZLSYeqR466wV7izLkBXuu8oKC%2BitvPorkE&zy.m3u8
CCTV4美洲,http://110.42.52.180:6688/live/zb.php?token=ZY-fa68nSqZC/B3BuMsIspVd0PPRhgjqmxDvmVFumZpD4%2BhvR18w/hHtxdjvUymhObpvvn3k8J60iA&zy.m3u8
CGTN外语记录,http://110.42.52.180:6688/live/zb.php?token=ZY-3e6a3jBcpXpl1%2BprPNTMiKSkydS59H5Q9UFZT4G5a8Yz8uNnkgvgtq7b38bZSYBLYLtauu/dgsW6&zy.m3u8
CGTN阿拉伯语,http://110.42.52.180:6688/live/zb.php?token=ZY-fbd3xq0RtESci6amEgvtgiNX6dVC2YhC5mHgZYjx/ElYFNRftn%2BrmwCn0I2FL2RugO0kUA4KfgMH&zy.m3u8
CGTN西班牙语,http://110.42.52.180:6688/live/zb.php?token=ZY-c485unyYeoCz%2BQO1GLDDxN/cW5t4kwOKpUk6%2Bwser31RKOIJux9l%2BNUUENk5TlrGQ31SzLwY/9g3&zy.m3u8
CGTN法语,http://110.42.52.180:6688/live/zb.php?token=ZY-4153CTTVCSsbczb/avA8kAT9mT1kzTaMIf3uHcaOSqJVGLVGF1nESnVofaLXyUD0mD8zstPQxA&zy.m3u8
CGTN俄语,http://110.42.52.180:6688/live/zb.php?token=ZY-74c2%2BZDPXoTzacM4F9vjbQ%2BmF2H6XRGEJ6VSIF6yR8CnrDlVS7YFT2Bcmpyidu5o6Rf2SyfLmw&zy.m3u8
CGTN,http://110.42.52.180:6688/live/zb.php?token=ZY-227cfvMQstK2AXvqaiDb3yZ/YbyQBva%2B5kan4hjKXlBorwe8LtEVWH29e9cyxDKrUEVzS6c&zy.m3u8
CCTV4K,http://110.42.52.180:6688/live/zb.php?token=ZY-10cfxgTBOY5qf1gzTG1bF89GQJhBF6vrr8RapQY5O3nS7Jse8oTOpV7C9WGjwQwFE3M7UuOL9w&zy.m3u8
CCTV8K,http://110.42.52.180:6688/live/zb.php?token=ZY-9572UHm0CkBMpin6HWi3YDPlgxKpwb6PfmGadGOd6RatqxTgx4SYodRvI/NqXf1bYY77XiQxDQ&zy.m3u8
CCTV风云剧场,http://110.42.52.180:6688/live/zb.php?token=ZY-5886r6wlWmnaJ0uHjHeFTaH6D4n/XihhNeS4EM9FDPl5gI86B2YNrKd1Osoq/Mq7TdAyaOZo57EZcnk&zy.m3u8
CCTV第一剧场,http://110.42.52.180:6688/live/zb.php?token=ZY-952eFJqwnEiDrhR2%2BG8Nxfub2VC6sfVXTN%2BQoAOITpFj4ZEEmLbYgYz7ZzHOj4tuN6Sg4ACxh/2g6yI&zy.m3u8
CCTV怀旧剧场,http://110.42.52.180:6688/live/zb.php?token=ZY-e493FwK2MjGbZvM6Nrts/dpB1UvKKE6ut7nhp3nEEGhWl7hT1ok32Z%2BP2SNung8anng%2BeYGsFvq6AyI&zy.m3u8
卫视频道,#genre#
浙江卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-cb7fatJdrCKuJesAxtgZxcY9awgkKsAZ6xf5R9d5kV6pN7m6ml%2BReE/OO4Bv59VC%2BdPiO%2Bg&zy.m3u8
北京卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-458dpNrelL0PKvEBEs8jHS0MyONSuL7kaieQdxfW9yggJshWAHjHGcDYrU4rkO9QzFV5Fds&zy.m3u8
湖南卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-02faWy2mNQl0Qou3dN0RIkuXIan2c2zEgufgK1eojjY1ORU/QuZDsmSyXdF04kXFy27lA5yh&zy.m3u8
江苏卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-8345SQeiFUVBqgffhIwcGAuWlxik788MVZBBe/TtkS7133KL0LeGtkq4dYW6wLTqbOSb35o&zy.m3u8
东方卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-94fe3Zd11uldv5luF4%2B8ZfIicH5w9ul/oQIj4jCUE9aKjm5pp8qafTiLwohmTUpvQckPyQE&zy.m3u8
山东卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-7af7/Z5iSkEuKdZuDhM9it5m5duFuOgR%2BPOSvUX5lOHPvEgP8l%2BkcU%2BukfzW9YfQCHnUerA&zy.m3u8
广东卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-53dc5C9Xk/YnYthB1Iio8uyLR4i%2B5fOnARcGXQh4S/8qmi%2Bc3whct7zgrqBGbPSdn/nXPuk&zy.m3u8
江西卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-15a0pjusMHUkfZduFBNX9W75ZSZ9E0XV3R83Pk3O0yU%2BiBvebyPyxthaewQEbORW4hCVG4k&zy.m3u8
河南卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-88f1QN2W3qRKgYz1pkpAv2pUsuM92gHPFEx2QofJCruPdvLo6K51PVP8tg%2Bq6rCu0QAhCT3m&zy.m3u8
湖北卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-186b%2BSSguiqmHySOpYo%2BC27SQchVsEQL/3RUrEsEHPPgGA6ALNml5al2ozvfPTLT9mGInLQ1&zy.m3u8
吉林卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-155cj8ATD1REVOMtccdblKj0ZQ/U6I2fv7J/N6npW2Mg/zAmVgGZltz%2BvvP471HWsbgx%2Bso&zy.m3u8
青海卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-7214Q62spj2Lfcl5CrknFKZwzQJMtfz9P7ZqrcEzdHFBpAltaAFzGKjTW7lynCR6A03Wucw&zy.m3u8
海南卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-c7221b8Ga14PntDtUXho8b71dtH9cnXexF3ZI723CO%2BCgILOiyHiArRUjrzmbVUee%2B3DYd6I8Q&zy.m3u8
辽宁卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-153d8hqaDOaLHLvcA9z%2BPDCIFwpUWD54h1YgUgdjfEXpmK%2BjTApjHtnbgdoy0zYmRmwr7fU&zy.m3u8
宁夏卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-87d8fD5Q9i5ImK/usjcO5pnHIKVGTCCeqBE5/L4RDM469DivYnZgcmqlpcBlWtZkLRzmXWg&zy.m3u8
重庆卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-f7bdPPX6iB/omFxd1Nzs9yj4IUthFcgyeFo42mjWWiiHSz5NBOfwAIKYFZM4NTi/HwsNA7c&zy.m3u8
东南卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-9241PqwOFCSpT9DabO2Gr7Q1g0zFWB1QJ%2ByZuopoiBBSAWbcyyqpVZhJp85ps8O7I4v7x0g&zy.m3u8
大湾区卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-938a1cTGFTBf33euIhz3I8/gVvKdVDzy2sndX9%2BmizwHZMS9/oA2Aeu70oxrFa5X5nOlYncz&zy.m3u8
三沙卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-e6f5jrINhHffUUa/kMROs9tWljXDIkH662Yu3OGZuO8MmQ/RUOhP/Yu/6nBfWU15G8fYGKI&zy.m3u8
嘉佳卡通,http://110.42.52.180:6688/live/zb.php?token=ZY-8ed31Z8jyRvO884TUa0yDKsbhR3qKiAtgRnDxXRI5mFlivvbBm6gGrwIC75u9ChcR5Q207k&zy.m3u8
优漫卡通,http://110.42.52.180:6688/live/zb.php?token=ZY-344cq2TEnOICWXYDla%2BFRcd1Ju9wYWQ611JmmSd5Pz9NCBY9b0qpo%2B6wM0l/9xrr9nydm9M&zy.m3u8
江苏教育,http://110.42.52.180:6688/live/zb.php?token=ZY-bbcc9sVXlylqlBiHIJe5CANFslWjKPwRC2Y3auU9WTwUDdyr40od73LfQ/pfE2026ldXb2o&zy.m3u8
山东教育,http://110.42.52.180:6688/live/zb.php?token=ZY-3d8808IAm9bqNe%2BXVNrTbj0a2G7xgi3qvcZC7ZNX16kaxbAP3il8YvSypmpqDkxm9Ljs7d8&zy.m3u8
兵团卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-70cegK1yP3nmk3RCUfgSflVA%2BVciZtTozP2IXwGkwknSUszHuxsHtQIM%2Bb4JErUcBNrymmI&zy.m3u8
河北卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-c4c48jHbxwjWrTQWFwBSpJ9v8Srpjl7WuEVmEvlv/hASL3Ohm4lAblhUjwFI3MtSvHtxST1c&zy.m3u8
黑龙江卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-4a81RN6mY51Bp7QxsIv%2BnZYQKm%2BFk02HUlDeokaNERd1TZYAhBAuia2JruEyyW7vMgdUS3SS&zy.m3u8
延边卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-f167XMK6FuMmATOD/jitwoK9W8h7SXdNLYLKvhMDY0u4Lw/I5tQsaGLwAE/iJea0zbjY7z0&zy.m3u8
西藏卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-170c11FWjtIljJHRa9lbYIPWyBxbHNogi69ZfuVVPdhqV%2BevVms14linejeeYwLwqIPAJzM&zy.m3u8
西藏藏语卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-61efyaarYUrdjpxCQyNR7SdRjabX9OdsRb9yxLepuZe5yOCtMusbLN/APmtA1X6I0TKV3%2Bo&zy.m3u8
山西卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-d28fxakNIOa90cXyJ0%2Bkc1%2Bz7SN8qfnem3Ci05mMoErpX5LScYs4F4yqckyIhL44awTtSk0&zy.m3u8
陕西卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-894eghoMqoTYAX5so%2BL4wiu3QCdM5%2BDXNIyW/ZcR4LUYiHHbdEaEuZNd4rqL1/RfxqeeRB2lTf8&zy.m3u8
农林卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-0357TASEiZyqUbWvuH9wgIVoZaprdREKoXq/aNTlQUXPT4IYNVCRkvP31IXAIoP9zLEi3qQ&zy.m3u8
内蒙古卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-29d6MNCI9ID4DL%2B/qvDlpyT67OzVc3z9asXeLl5zos7n2VJJdP7kJseNOJ3URqq0u4feuKw/&zy.m3u8
内蒙古蒙语卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-2551%2BQGe62mPkGV0qvvBXNYEQJgOk%2BniTdJUk4n7S79T01kzyxKxrt9ar81%2BnY3/Fp5rxE7dYQ&zy.m3u8
海峡卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-b763zf0uw20APE4I8YoDHu30A6XtAqxxzRkjUsXdhEbpH9wYA1CKY%2BAjQvtsdmu2pnr/11I&zy.m3u8
厦门卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-dbe7QBMdRK55c5JW/QB/Vlyxfqz7AqPR22qEO%2BtwzGEvGBAJpxrq/DRugnUbAjQ/9Af7tus&zy.m3u8
甘肃卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-356aCuoqEmMx/kvspky5lQzG/noW/tnKs0ANQ1fT1ft4/vvOCs%2ByOblEE7ihOYfoNotRjYQ&zy.m3u8
新疆卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-2804t8U4e26NxUX09SD6qQcFr%2BDqeyuSEQIkebTW2JwRRQ%2B3gJxWYPLYy/95ETGjl42cWZc&zy.m3u8
云南卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-eedaDHy23PjLJimKvQmhvSEZ%2BU57LUouoPH0liRLSwzAQ0zGrpro6beawtnEjHY9rFG2jr4&zy.m3u8
深圳卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-d946j3wV1HJDwVuz9VlrjzCS9PEEcsmu2GR0bE8RITaM4Yu3kmxU11LbtL5kq1YP5wpUj7U&zy.m3u8
天津卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-bbbf/rQQLu%2B9KjyEZOGb6NhWM%2B3VTrTBZZc4MfWrTsWdcDXEULcIh1uJtTuLclt3dvvn5XI&zy.m3u8
安徽卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-c9589MsFAcRNO9yYbUT3YJZn8pLjraJc/nMo775LcseUS4/DMFJR5z8R6EJHgQrVqkExDEQ&zy.m3u8
广西卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-d9f9vjeAu3/w6Hmy97VLlJcHY3VKPV4gxY/yGDztN5pN6K0LTTI5quLr3S4Rx3tiJXoZsgc&zy.m3u8
四川卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-55239QV1/YnHap1WLrJ/6Bve9ertqQVg5yP/a4cP%2Bs3hH80DcISULvp6NY9WoLVaAcV3JOw&zy.m3u8
贵州卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-7b9evfqE5cGvN9V0W4UCLRAFcXI0atw8yU1mhMobp1FaJtgHNcH5fhpnIIvXxwuVpsQC%2Bg8&zy.m3u8
青海安多卫视,http://110.42.52.180:6688/live/zb.php?token=ZY-1a4bf7BThGXwVEkeaMExghgHctSahWF/eSkGr6MdCnS5KJrs7h/tnMdRMrW6aT0teo/KwTrpDg&zy.m3u8
附加地方频道,#genre#
浙江钱江,http://110.42.52.180:6688/live/zb.php?token=ZY-15dcxiuzWbbvg7EXOqnnik32N4IZzPplVQc0uqQL9Hz2vcXUx3Jde%2Bdpdnk4pWPDVRc8kIs&zy.m3u8
浙江经济生活,http://110.42.52.180:6688/live/zb.php?token=ZY-52308Zc5PwJp/9SJ8kcxZ3t/JsgatvOhxvwtTXzaF0r6a5vdq6CMiWh7JOdyouN3ZceE5j2h2g&zy.m3u8
浙江教科影视,http://110.42.52.180:6688/live/zb.php?token=ZY-d4f0kKow6UCbLDW5cnisoubwqq6GKOiVh%2B0zTsg2wCMP8MWp8RlqrCJDNgZ5fUp/hoQ6Ep07bA&zy.m3u8
浙江民生休闲,http://110.42.52.180:6688/live/zb.php?token=ZY-02523rOAQuiYVIZ6KiMxcMZRV1YE2nZfvZJTqQbLqTm5Ip8PedVJqYuCsTCPmgYT%2Bzaqjzn6jQ&zy.m3u8
浙江新闻,http://110.42.52.180:6688/live/zb.php?token=ZY-d72agfFYQHGHp8qohAwQFx0XreDTHX67Ms721EdujF8UySLnrUGxpdGdPnPqkmOpuDGohlg&zy.m3u8
浙江少儿,http://110.42.52.180:6688/live/zb.php?token=ZY-42b5d6V6H7n9gOC%2BjiuBadZv7B/k5zR9NXjkZZXGCm86mgYca8qgGBEPmr%2B5cvFeZYrIKy0&zy.m3u8
浙江国际,http://110.42.52.180:6688/live/zb.php?token=ZY-72670MLWxNgs6aMQUaegQHj2c0IEG45002LrbqjKtOhiQLus%2Bm3QdTRU/ujjk2CuSWwcVRs&zy.m3u8
浙江好易购,http://110.42.52.180:6688/live/zb.php?token=ZY-5136nCI/z0Q92Ut7nOvIQJhXUwqmcvj0CwtHFCxkwPg7vIpZ8byVvkHL182I1kTFVOG4cR1P&zy.m3u8
浙江之江纪录,http://110.42.52.180:6688/live/zb.php?token=ZY-2465Q7tRJmAMU440VX2TkbKxrN0u3SJSJ1F2R74yFbYQZM/9xpLV5WQaBDQl0%2BQvD85bl3UVFg&zy.m3u8

北京文艺,http://110.42.52.180:6688/live/zb.php?token=ZY-e085iTq%2B3SsazBbaNp7%2BOoCj7dVaBDebj7CeyHAIDyn2OMc9nPzCEfa02QamxtQlfwIbO0s&zy.m3u8
纪实科教,http://110.42.52.180:6688/live/zb.php?token=ZY-7491bhpBJHcPuK0Td8wKlFPTCO%2B42jW76AhqHB22n8zsqycE0J1Hol3OuZfgx1YVbNt3ZCo&zy.m3u8
北京影视,http://110.42.52.180:6688/live/zb.php?token=ZY-18329tTC8KArVLSAHSgbbuz0sPuUSbjuFlxhjHPQ38QlHTR/knJxSCb%2B%2Bw6Bvqm2LBzpvmg&zy.m3u8
北京财经,http://110.42.52.180:6688/live/zb.php?token=ZY-2bb9aSkzqPOiqc7uvelCvITntgr12ZilH6ZlL16vI4%2BlRr6cC/YGqvxzFqiaqFhUEHXTiUg&zy.m3u8
北京体育休闲,http://110.42.52.180:6688/live/zb.php?token=ZY-904bSnzfVPRXxLgzpJYYxhi8FCpxPWWs4UGBZU59St/KOoGSZC9vKS8MATl8utKD%2BjJWPxs&zy.m3u8
北京生活,http://110.42.52.180:6688/live/zb.php?token=ZY-3aafWbp2zQZmOv0aEzW8uVlbTcZkhbj371kmTMHYBiBkhuTVC%2B9Zqu%2BKsjexVoteLRPy9PE&zy.m3u8
北京新闻,http://110.42.52.180:6688/live/zb.php?token=ZY-c4d5qlhlD8S3QZuWc7Le%2BmJD2Lw8RarV5cewwE3l6rJy/SsJ%2BSiHKCEvKw/V7QhBAN6fy7g&zy.m3u8
卡酷少儿,http://110.42.52.180:6688/live/zb.php?token=ZY-4a5eHnh7zfXyS/MEeLDMIYk8QhZ2Kwg1xjwI8YOdeVHgCcQccPOePlcp0pl%2BCLGLTMChWss&zy.m3u8

湖南经视,http://110.42.52.180:6688/live/zb.php?token=ZY-ff7f5adb0AA8mqt1Wq8EpTwEWuBg8kVL/IMnvaeTabjX5McDT1nVTJ8UVbiTDb5BzclsvstM&zy.m3u8
金鹰卡通,http://110.42.52.180:6688/live/zb.php?token=ZY-691fFkapHY2gJoVkPfGNShdGgLqsjyoyiBrdAtD7u8Zd8e%2BHEObloF1uznFxoD6tTul4%2ByY&zy.m3u8
金鹰纪实,http://110.42.52.180:6688/live/zb.php?token=ZY-5cfaBCGB%2BNUrAC7RQZ1l1Fl8cwB%2B6UsOcbv/PHBxVox0AmC8ftOses/SdJmSCUIgwenHsQ0&zy.m3u8
快乐垂钓,http://110.42.52.180:6688/live/zb.php?token=ZY-c97dhF6DGKiVOSQYAGeS5kHsSAmpIGDSKS4isw6bwNGMdnqfm0ru7lpp0kuONDoZNHAf/IM&zy.m3u8
先锋乒羽,http://110.42.52.180:6688/live/zb.php?token=ZY-7e552aFIOa%2Bbkh%2BSLo4I%2BNoavS8haK1am2IpgDyrqPzAw8Wc9b%2BIi%2BnwrhQCDrK/DXuesbM&zy.m3u8
湖南都市,http://110.42.52.180:6688/live/zb.php?token=ZY-38c7f3kLklsXb8dPNpkphJ54w/woRX04gTvSvZj3XX/m%2Bx3v1cyd/hP8zh3iAZZA/CA9vRbr&zy.m3u8
湖南电视剧,http://110.42.52.180:6688/live/zb.php?token=ZY-1a4ahfvAsxgAwlX0M/Yz7RhlnfNf9WvgG1TldDskgyhcKc7%2BZZUWCfjCYtnR9BZK3DaKP0QY&zy.m3u8
湖南公共,http://110.42.52.180:6688/live/zb.php?token=ZY-4d1d/KWHxzjabJGzU8Q6K8vAWIsjpnfmXE58egd8BSCHtQq/JEvUMuoX4UyNpiCYwa4udX2e&zy.m3u8
湖南国际,http://110.42.52.180:6688/live/zb.php?token=ZY-85fbFEe7u2UmxaCBBl5as7SckA6blmins5zdUunhzTFi49SYEPYXPVlpiPYlHmEwkHNMO8xv&zy.m3u8
湖南娱乐,http://110.42.52.180:6688/live/zb.php?token=ZY-15c7vNQwl57fFY27T63BH%2B75tkgDpPg/Qz806yzEq9Rv7efDDHCG/gj8RKwN21%2BygbTlwhrs&zy.m3u8
湖南快乐购,http://110.42.52.180:6688/live/zb.php?token=ZY-b1f1e2Sw52XFiMJb5/E1FEGrfcu7Mnt7TgCaSa1LosWL1P7ySrfOr/SwO2uWb2Ep8kDSnA&zy.m3u8
湖南茶频道,http://110.42.52.180:6688/live/zb.php?token=ZY-68ffJ7u15/xBUzOshXIlud6w7CYJtjAZgY5TK%2BVFqST40BPLoMFdgYqq0PO71LH0b0/y2g&zy.m3u8
湖南电影,http://110.42.52.180:6688/live/zb.php?token=ZY-4436AeNwbYdWdlYcq3qLONNclkxwhjiYwhWgftCRbFB/QW7cNHndvRPozO4MVKPOiaXB204&zy.m3u8
长沙新闻,http://110.42.52.180:6688/live/zb.php?token=ZY-8f80OWIiO%2BsPR8l5DzxthithUG%2BOAho7rdZyDUSaSWabMXx0bU9hoyO2IFrpqZbEZOSteoY&zy.m3u8
长沙政法,http://110.42.52.180:6688/live/zb.php?token=ZY-b050xTpgVFi5%2Ba18iqhrfbraukRYJrSigHoWHbSKufj4Cf1MU8b6hB/sr5j5AMttkzraaiU&zy.m3u8
长沙女性,http://110.42.52.180:6688/live/zb.php?token=ZY-919azYDx8rJuHfPU7Ko3YTfkYjstQVtPTovHkR9h9cdZqpXpvNKACi23wGP7Hj2vlx0K92M&zy.m3u8
CETV1,http://110.42.52.180:6688/live/zb.php?token=ZY-8e63A2M9HPeKEBOqAjt7HiEbAfRkapUkNVNmGHMmaZHlpGv%2B0RDMpUsp4W7hG8eTIzV5giUm&zy.m3u8
CETV2,http://110.42.52.180:6688/live/zb.php?token=ZY-85c8t4ewoXQ7HMbwOoSsPRaYhRXVVKq/%2B8Bkwnl0tJ5OyN9UfqVQ7iWcpKWmpit3iuISOD7C&zy.m3u8
CETV4,http://110.42.52.180:6688/live/zb.php?token=ZY-97a74hZ5c%2B6oY34Zb2vdSxmzu7NuMTfmCvEmEDWj78QqVB08e5Kz1nQ4Te1lFC%2BKeZjWuTz3&zy.m3u8

上海新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-874ahkOtE9dTnCDDFCxrpXxi0rli%2B230pe9zY2WJUcPET/u5guwcXc26gaW9jdkqd3NweESefQ&zy.m3u8
上海新纪实,http://110.42.52.180:6688/live/zb.php?token=ZY-a9541TfLyEO/R7fIPg6OCBQCE%2BjcxB4OKv1Y5qbQn9BBr%2Bsx0aCU4HDwTwgMxgxcYCyVYZqT&zy.m3u8
上海魔都眼,http://110.42.52.180:6688/live/zb.php?token=ZY-a275ihn%2BGADHFrDVe3uYhF9Sfq6yvw66vflLrZ16of735qcr52m1uJrIqLarDuMBqzDm1jvq&zy.m3u8
上海第一财经,http://110.42.52.180:6688/live/zb.php?token=ZY-96e0Ts8M%2BbZT4Z3PAXqjhoCZ6OrVSxU/1JWNOW22bTl9YWkt6z2u3PftEF5S/0kFGvPc%2BsjxPA&zy.m3u8
上海都市频道,http://110.42.52.180:6688/live/zb.php?token=ZY-ced99mmDOu9r3PaoHhHMXdiIm0ik%2BzQpnWrTkVXTVUbO%2BJe%2BQNSGZvd3PdnmjTmy7H3XWRA0WA&zy.m3u8
上海五星体育,http://110.42.52.180:6688/live/zb.php?token=ZY-7247wHw6NRk/lo7NPe0pJVQEtIn9B58uIy%2BbvifDtWNJWWkwu4IBTRyuReBchrDm3espBSRWYw&zy.m3u8
东方财经,http://110.42.52.180:6688/live/zb.php?token=ZY-1907RMU%2BjqLaus7/7DxS6SWyVpENVBu%2Bjo3Wfv6O5FbCb5wJfAPZT8czXzYRAhpW%2Bj0Sqm8&zy.m3u8
上海生活时尚,http://110.42.52.180:6688/live/zb.php?token=ZY-3badcsQCHr4QS%2BEhkMB9uiuMwJmR92Is8FQL%2BqGQ/PVei0P3VbPfykrVWOsJ5%2BBXhvOLAj8&zy.m3u8
金色学堂,http://110.42.52.180:6688/live/zb.php?token=ZY-762cyac9akRTs5dUz4Evsn%2Bd6OBmqBWclemYMrcMlzdLSqa3xR0Rikg/DdZm/cnbwCy/mhg&zy.m3u8
上海教育,http://110.42.52.180:6688/live/zb.php?token=ZY-6f80ejN2PEHhuHZphNmjyaHYdqHtnzzo3oMXm677yy7Ksiuprz6B9V1RjaOuRy50HEGT1mM&zy.m3u8
